"BehaviorSpace results (NetLogo 6.2.1)"
"Combined 4.1.nlogo"
"experiment"
"01/18/2022 16:27:47:328 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","Technology","Separation-at-home","nmbr-weeks-pickup-pmd","general-regionbin-size","number-of-households","nmbr-weeks-pickup-gen","pmd-regionbin-size","[step]","recycle-ratio"
"2","Basic","true","2","250","26","2","275","651","0.42226434544831953"
"4","Basic","true","2","350","26","2","275","728","0.27500867206785007"
"1","Basic","true","2","200","26","2","275","239","0.4000293877005829"
"3","Basic","true","2","300","26","2","275","601","0.31891022195970503"
"4","Basic","true","2","350","26","2","275","729","0.27500867206785007"
"2","Basic","true","2","250","26","2","275","652","0.27553487736689536"
"2","Basic","true","2","250","26","2","275","653","0.27553487736689536"
"3","Basic","true","2","300","26","2","275","602","0.36072799607134287"
"2","Basic","true","2","250","26","2","275","654","0.27553487736689536"
"4","Basic","true","2","350","26","2","275","730","0.35417852101377484"
"1","Basic","true","2","200","26","2","275","240","0.34116900862145055"
"4","Basic","true","2","350","26","2","275","731","0.35417852101377484"
"3","Basic","true","2","300","26","2","275","603","0.36072799607134287"
"2","Basic","true","2","250","26","2","275","655","0.27553487736689536"
"4","Basic","true","2","350","26","2","275","732","0.31231562727367757"
"3","Basic","true","2","300","26","2","275","604","0.2911788179229859"
"2","Basic","true","2","250","26","2","275","656","0.27553487736689536"
"4","Basic","true","2","350","26","2","275","733","0.31231562727367757"
"3","Basic","true","2","300","26","2","275","605","0.2911788179229859"
"2","Basic","true","2","250","26","2","275","657","0.27553487736689536"
"4","Basic","true","2","350","26","2","275","734","0.34834401890571437"
"1","Basic","true","2","200","26","2","275","241","0.34116900862145055"
"4","Basic","true","2","350","26","2","275","735","0.34834401890571437"
"2","Basic","true","2","250","26","2","275","658","0.27553487736689536"
"3","Basic","true","2","300","26","2","275","606","0.35890433087016854"
"4","Basic","true","2","350","26","2","275","736","0.34834401890571437"
"2","Basic","true","2","250","26","2","275","659","0.27553487736689536"
"3","Basic","true","2","300","26","2","275","607","0.35890433087016854"
"1","Basic","true","2","200","26","2","275","242","0.34116900862145055"
"3","Basic","true","2","300","26","2","275","608","0.32705296128889877"
"2","Basic","true","2","250","26","2","275","660","0.27553487736689536"
"4","Basic","true","2","350","26","2","275","737","0.34834401890571437"
"2","Basic","true","2","250","26","2","275","661","0.27553487736689536"
"4","Basic","true","2","350","26","2","275","738","0.32014978547090667"
"3","Basic","true","2","300","26","2","275","609","0.32705296128889877"
"2","Basic","true","2","250","26","2","275","662","0.27553487736689536"
"1","Basic","true","2","200","26","2","275","243","0.34116900862145055"
"2","Basic","true","2","250","26","2","275","663","0.27553487736689536"
"3","Basic","true","2","300","26","2","275","610","0.32315812564970736"
"4","Basic","true","2","350","26","2","275","739","0.32014978547090667"
"3","Basic","true","2","300","26","2","275","611","0.32315812564970736"
"4","Basic","true","2","350","26","2","275","740","0.32014978547090667"
"2","Basic","true","2","250","26","2","275","664","0.33536770958206613"
"3","Basic","true","2","300","26","2","275","612","0.28576825077351686"
"1","Basic","true","2","200","26","2","275","244","0.34116900862145055"
"4","Basic","true","2","350","26","2","275","741","0.32014978547090667"
"2","Basic","true","2","250","26","2","275","665","0.33536770958206613"
"3","Basic","true","2","300","26","2","275","613","0.28576825077351686"
"2","Basic","true","2","250","26","2","275","666","0.3315088417573085"
"4","Basic","true","2","350","26","2","275","742","0.35356120687559345"
"3","Basic","true","2","300","26","2","275","614","0.28576825077351686"
"2","Basic","true","2","250","26","2","275","667","0.3315088417573085"
"4","Basic","true","2","350","26","2","275","743","0.35356120687559345"
"1","Basic","true","2","200","26","2","275","245","0.34116900862145055"
"2","Basic","true","2","250","26","2","275","668","0.330621865731848"
"3","Basic","true","2","300","26","2","275","615","0.28576825077351686"
"4","Basic","true","2","350","26","2","275","744","0.35356120687559345"
"2","Basic","true","2","250","26","2","275","669","0.330621865731848"
"3","Basic","true","2","300","26","2","275","616","0.28576825077351686"
"2","Basic","true","2","250","26","2","275","670","0.330621865731848"
"3","Basic","true","2","300","26","2","275","617","0.28576825077351686"
"2","Basic","true","2","250","26","2","275","671","0.330621865731848"
"2","Basic","true","2","250","26","2","275","672","0.330621865731848"
"2","Basic","true","2","250","26","2","275","673","0.330621865731848"
"1","Basic","true","2","200","26","2","275","246","0.31124471600089615"
"3","Basic","true","2","300","26","2","275","618","0.28576825077351686"
"2","Basic","true","2","250","26","2","275","674","0.3364796023183117"
"2","Basic","true","2","250","26","2","275","675","0.3364796023183117"
"3","Basic","true","2","300","26","2","275","619","0.28576825077351686"
"3","Basic","true","2","300","26","2","275","620","0.3266366198315519"
"2","Basic","true","2","250","26","2","275","676","0.3355969817885287"
"1","Basic","true","2","200","26","2","275","247","0.31124471600089615"
"2","Basic","true","2","250","26","2","275","677","0.3355969817885287"
"3","Basic","true","2","300","26","2","275","621","0.3266366198315519"
"4","Basic","true","2","350","26","2","275","745","0.35356120687559345"
"4","Basic","true","2","350","26","2","275","746","0.35285965063242003"
"2","Basic","true","2","250","26","2","275","678","0.2974165070765993"
"3","Basic","true","2","300","26","2","275","622","0.3315841023201076"
"2","Basic","true","2","250","26","2","275","679","0.2974165070765993"
"1","Basic","true","2","200","26","2","275","248","0.31124471600089615"
"4","Basic","true","2","350","26","2","275","747","0.35285965063242003"
"2","Basic","true","2","250","26","2","275","680","0.38412712443543073"
"3","Basic","true","2","300","26","2","275","623","0.3315841023201076"
"4","Basic","true","2","350","26","2","275","748","0.35285965063242003"
"2","Basic","true","2","250","26","2","275","681","0.38412712443543073"
"3","Basic","true","2","300","26","2","275","624","0.32074629908258384"
"4","Basic","true","2","350","26","2","275","749","0.35285965063242003"
"3","Basic","true","2","300","26","2","275","625","0.32074629908258384"
"4","Basic","true","2","350","26","2","275","750","0.3561188338493274"
"2","Basic","true","2","250","26","2","275","682","0.38412712443543073"
"3","Basic","true","2","300","26","2","275","626","0.2830518063904842"
"4","Basic","true","2","350","26","2","275","751","0.3561188338493274"
"3","Basic","true","2","300","26","2","275","627","0.2830518063904842"
"2","Basic","true","2","250","26","2","275","683","0.38412712443543073"
"4","Basic","true","2","350","26","2","275","752","0.3805769982552228"
"3","Basic","true","2","300","26","2","275","628","0.2914797582678587"
"4","Basic","true","2","350","26","2","275","753","0.3805769982552228"
"2","Basic","true","2","250","26","2","275","684","0.38412712443543073"
"3","Basic","true","2","300","26","2","275","629","0.2914797582678587"
"4","Basic","true","2","350","26","2","275","754","0.31024554048121467"
"2","Basic","true","2","250","26","2","275","685","0.38412712443543073"
"1","Basic","true","2","200","26","2","275","249","0.31124471600089615"
"3","Basic","true","2","300","26","2","275","630","0.27706473636446527"
"2","Basic","true","2","250","26","2","275","686","0.2966764456124894"
"4","Basic","true","2","350","26","2","275","755","0.31024554048121467"
"3","Basic","true","2","300","26","2","275","631","0.27706473636446527"
"4","Basic","true","2","350","26","2","275","756","0.3552076089011873"
"3","Basic","true","2","300","26","2","275","632","0.27706473636446527"
"1","Basic","true","2","200","26","2","275","250","0.31124471600089615"
"3","Basic","true","2","300","26","2","275","633","0.27706473636446527"
"3","Basic","true","2","300","26","2","275","634","0.32473345316455643"
"3","Basic","true","2","300","26","2","275","635","0.32473345316455643"
"1","Basic","true","2","200","26","2","275","251","0.31124471600089615"
"3","Basic","true","2","300","26","2","275","636","0.32473345316455643"
"3","Basic","true","2","300","26","2","275","637","0.32473345316455643"
"3","Basic","true","2","300","26","2","275","638","0.3594335153789487"
"1","Basic","true","2","200","26","2","275","252","0.31124471600089615"
"3","Basic","true","2","300","26","2","275","639","0.3594335153789487"
"3","Basic","true","2","300","26","2","275","640","0.3594335153789487"
"3","Basic","true","2","300","26","2","275","641","0.3594335153789487"
"1","Basic","true","2","200","26","2","275","253","0.31124471600089615"
"1","Basic","true","2","200","26","2","275","254","0.31124471600089615"
"4","Basic","true","2","350","26","2","275","757","0.3552076089011873"
"3","Basic","true","2","300","26","2","275","642","0.27523754905477116"
"2","Basic","true","2","250","26","2","275","687","0.2966764456124894"
"4","Basic","true","2","350","26","2","275","758","0.29613432880053314"
"2","Basic","true","2","250","26","2","275","688","0.2849866591279217"
"3","Basic","true","2","300","26","2","275","643","0.27523754905477116"
"1","Basic","true","2","200","26","2","275","255","0.31124471600089615"
"2","Basic","true","2","250","26","2","275","689","0.2849866591279217"
"4","Basic","true","2","350","26","2","275","759","0.29613432880053314"
"3","Basic","true","2","300","26","2","275","644","0.3271366216344963"
"4","Basic","true","2","350","26","2","275","760","0.29613432880053314"
"2","Basic","true","2","250","26","2","275","690","0.2849866591279217"
"3","Basic","true","2","300","26","2","275","645","0.3271366216344963"
"2","Basic","true","2","250","26","2","275","691","0.2849866591279217"
"4","Basic","true","2","350","26","2","275","761","0.29613432880053314"
"1","Basic","true","2","200","26","2","275","256","0.31124471600089615"
"3","Basic","true","2","300","26","2","275","646","0.3271366216344963"
"4","Basic","true","2","350","26","2","275","762","0.26260703111223804"
"2","Basic","true","2","250","26","2","275","692","0.2849866591279217"
"2","Basic","true","2","250","26","2","275","693","0.2849866591279217"
"3","Basic","true","2","300","26","2","275","647","0.3271366216344963"
"4","Basic","true","2","350","26","2","275","763","0.26260703111223804"
"1","Basic","true","2","200","26","2","275","257","0.31124471600089615"
"2","Basic","true","2","250","26","2","275","694","0.2849866591279217"
"4","Basic","true","2","350","26","2","275","764","0.26260703111223804"
"3","Basic","true","2","300","26","2","275","648","0.3271366216344963"
"2","Basic","true","2","250","26","2","275","695","0.2849866591279217"
"4","Basic","true","2","350","26","2","275","765","0.26260703111223804"
"3","Basic","true","2","300","26","2","275","649","0.3271366216344963"
"1","Basic","true","2","200","26","2","275","258","0.39623653502861966"
"2","Basic","true","2","250","26","2","275","696","0.2849866591279217"
"3","Basic","true","2","300","26","2","275","650","0.3152553101914062"
"4","Basic","true","2","350","26","2","275","766","0.3341906829433299"
"4","Basic","true","2","350","26","2","275","767","0.3341906829433299"
"3","Basic","true","2","300","26","2","275","651","0.3152553101914062"
"2","Basic","true","2","250","26","2","275","697","0.2849866591279217"
"3","Basic","true","2","300","26","2","275","652","0.36532178496145945"
"4","Basic","true","2","350","26","2","275","768","0.31866051139855345"
"2","Basic","true","2","250","26","2","275","698","0.29701752885147864"
"1","Basic","true","2","200","26","2","275","259","0.39623653502861966"
"3","Basic","true","2","300","26","2","275","653","0.36532178496145945"
"4","Basic","true","2","350","26","2","275","769","0.31866051139855345"
"3","Basic","true","2","300","26","2","275","654","0.2727955122973637"
"2","Basic","true","2","250","26","2","275","699","0.29701752885147864"
"3","Basic","true","2","300","26","2","275","655","0.2727955122973637"
"4","Basic","true","2","350","26","2","275","770","0.35284518195683423"
"2","Basic","true","2","250","26","2","275","700","0.33110948071665036"
"4","Basic","true","2","350","26","2","275","771","0.35284518195683423"
"3","Basic","true","2","300","26","2","275","656","0.2727955122973637"
"2","Basic","true","2","250","26","2","275","701","0.33110948071665036"
"4","Basic","true","2","350","26","2","275","772","0.35420423093219433"
"3","Basic","true","2","300","26","2","275","657","0.2727955122973637"
"4","Basic","true","2","350","26","2","275","773","0.35420423093219433"
"2","Basic","true","2","250","26","2","275","702","0.33110948071665036"
"3","Basic","true","2","300","26","2","275","658","0.2727955122973637"
"4","Basic","true","2","350","26","2","275","774","0.35420423093219433"
"2","Basic","true","2","250","26","2","275","703","0.33110948071665036"
"3","Basic","true","2","300","26","2","275","659","0.2727955122973637"
"4","Basic","true","2","350","26","2","275","775","0.35420423093219433"
"2","Basic","true","2","250","26","2","275","704","0.33208157561527174"
"3","Basic","true","2","300","26","2","275","660","0.2775379109043249"
"4","Basic","true","2","350","26","2","275","776","0.3071543718447343"
"2","Basic","true","2","250","26","2","275","705","0.33208157561527174"
"4","Basic","true","2","350","26","2","275","777","0.3071543718447343"
"3","Basic","true","2","300","26","2","275","661","0.2775379109043249"
"1","Basic","true","2","200","26","2","275","260","0.4325597727403974"
"3","Basic","true","2","300","26","2","275","662","0.2858467433449867"
"4","Basic","true","2","350","26","2","275","778","0.3006926080490984"
"2","Basic","true","2","250","26","2","275","706","0.32987099087468524"
"3","Basic","true","2","300","26","2","275","663","0.2858467433449867"
"4","Basic","true","2","350","26","2","275","779","0.3006926080490984"
"1","Basic","true","2","200","26","2","275","261","0.4325597727403974"
"4","Basic","true","2","350","26","2","275","780","0.3880316228396871"
"3","Basic","true","2","300","26","2","275","664","0.3653115040306785"
"2","Basic","true","2","250","26","2","275","707","0.32987099087468524"
"3","Basic","true","2","300","26","2","275","665","0.3653115040306785"
"4","Basic","true","2","350","26","2","275","781","0.3880316228396871"
"2","Basic","true","2","250","26","2","275","708","0.32970502022043"
"4","Basic","true","2","350","26","2","275","782","0.3880316228396871"
"3","Basic","true","2","300","26","2","275","666","0.3251180510186891"
"4","Basic","true","2","350","26","2","275","783","0.3880316228396871"
"2","Basic","true","2","250","26","2","275","709","0.32970502022043"
"3","Basic","true","2","300","26","2","275","667","0.3251180510186891"
"4","Basic","true","2","350","26","2","275","784","0.33740003284066383"
"2","Basic","true","2","250","26","2","275","710","0.3800486186020333"
"4","Basic","true","2","350","26","2","275","785","0.33740003284066383"
"3","Basic","true","2","300","26","2","275","668","0.3251180510186891"
"4","Basic","true","2","350","26","2","275","786","0.33740003284066383"
"2","Basic","true","2","250","26","2","275","711","0.3800486186020333"
"3","Basic","true","2","300","26","2","275","669","0.3251180510186891"
"2","Basic","true","2","250","26","2","275","712","0.3263886899023109"
"4","Basic","true","2","350","26","2","275","787","0.33740003284066383"
"3","Basic","true","2","300","26","2","275","670","0.2926712421117815"
"2","Basic","true","2","250","26","2","275","713","0.3263886899023109"
"1","Basic","true","2","200","26","2","275","262","0.4325597727403974"
"2","Basic","true","2","250","26","2","275","714","0.3263886899023109"
"3","Basic","true","2","300","26","2","275","671","0.2926712421117815"
"4","Basic","true","2","350","26","2","275","788","0.32200221809116447"
"2","Basic","true","2","250","26","2","275","715","0.3263886899023109"
"4","Basic","true","2","350","26","2","275","789","0.32200221809116447"
"3","Basic","true","2","300","26","2","275","672","0.2926712421117815"
"4","Basic","true","2","350","26","2","275","790","0.356959508155958"
"1","Basic","true","2","200","26","2","275","263","0.4325597727403974"
"3","Basic","true","2","300","26","2","275","673","0.2926712421117815"
"2","Basic","true","2","250","26","2","275","716","0.3263886899023109"
"4","Basic","true","2","350","26","2","275","791","0.356959508155958"
"1","Basic","true","2","200","26","2","275","264","0.34896113130225564"
"3","Basic","true","2","300","26","2","275","674","0.2926712421117815"
"2","Basic","true","2","250","26","2","275","717","0.3263886899023109"
"4","Basic","true","2","350","26","2","275","792","0.32089431462741735"
"3","Basic","true","2","300","26","2","275","675","0.2926712421117815"
"4","Basic","true","2","350","26","2","275","793","0.32089431462741735"
"2","Basic","true","2","250","26","2","275","718","0.3263886899023109"
"1","Basic","true","2","200","26","2","275","265","0.34896113130225564"
"4","Basic","true","2","350","26","2","275","794","0.37628190984243765"
"3","Basic","true","2","300","26","2","275","676","0.28439694925014186"
"2","Basic","true","2","250","26","2","275","719","0.3263886899023109"
"4","Basic","true","2","350","26","2","275","795","0.37628190984243765"
"2","Basic","true","2","250","26","2","275","720","0.3263886899023109"
"4","Basic","true","2","350","26","2","275","796","0.3195397123978375"
"3","Basic","true","2","300","26","2","275","677","0.28439694925014186"
"1","Basic","true","2","200","26","2","275","266","0.34896113130225564"
"2","Basic","true","2","250","26","2","275","721","0.3263886899023109"
"3","Basic","true","2","300","26","2","275","678","0.3273969744042943"
"4","Basic","true","2","350","26","2","275","797","0.3195397123978375"
"2","Basic","true","2","250","26","2","275","722","0.3263886899023109"
"4","Basic","true","2","350","26","2","275","798","0.3195397123978375"
"3","Basic","true","2","300","26","2","275","679","0.3273969744042943"
"1","Basic","true","2","200","26","2","275","267","0.34896113130225564"
"2","Basic","true","2","250","26","2","275","723","0.3263886899023109"
"3","Basic","true","2","300","26","2","275","680","0.35207814308155666"
"3","Basic","true","2","300","26","2","275","681","0.35207814308155666"
"2","Basic","true","2","250","26","2","275","724","0.33047620040560133"
"1","Basic","true","2","200","26","2","275","268","0.34896113130225564"
"2","Basic","true","2","250","26","2","275","725","0.33047620040560133"
"3","Basic","true","2","300","26","2","275","682","0.3277808754881562"
"2","Basic","true","2","250","26","2","275","726","0.29877246578389555"
"3","Basic","true","2","300","26","2","275","683","0.3277808754881562"
"2","Basic","true","2","250","26","2","275","727","0.29877246578389555"
"3","Basic","true","2","300","26","2","275","684","0.32656641394759783"
"1","Basic","true","2","200","26","2","275","269","0.34896113130225564"
"3","Basic","true","2","300","26","2","275","685","0.32656641394759783"
"2","Basic","true","2","250","26","2","275","728","0.29877246578389555"
"2","Basic","true","2","250","26","2","275","729","0.29877246578389555"
"3","Basic","true","2","300","26","2","275","686","0.32656641394759783"
"1","Basic","true","2","200","26","2","275","270","0.34896113130225564"
"2","Basic","true","2","250","26","2","275","730","0.29877246578389555"
"3","Basic","true","2","300","26","2","275","687","0.32656641394759783"
"3","Basic","true","2","300","26","2","275","688","0.32741139485370024"
"2","Basic","true","2","250","26","2","275","731","0.29877246578389555"
"4","Basic","true","2","350","26","2","275","799","0.3195397123978375"
"1","Basic","true","2","200","26","2","275","271","0.34896113130225564"
"1","Basic","true","2","200","26","2","275","272","0.33898057205385373"
"2","Basic","true","2","250","26","2","275","732","0.3321811890504957"
"4","Basic","true","2","350","26","2","275","800","0.2766415011561699"
"4","Basic","true","2","350","26","2","275","801","0.2766415011561699"
"3","Basic","true","2","300","26","2","275","689","0.32741139485370024"
"4","Basic","true","2","350","26","2","275","802","0.2766415011561699"
"1","Basic","true","2","200","26","2","275","273","0.33898057205385373"
"3","Basic","true","2","300","26","2","275","690","0.32741139485370024"
"4","Basic","true","2","350","26","2","275","803","0.2766415011561699"
"3","Basic","true","2","300","26","2","275","691","0.32741139485370024"
"4","Basic","true","2","350","26","2","275","804","0.38578511339134697"
"3","Basic","true","2","300","26","2","275","692","0.32496707454461765"
"4","Basic","true","2","350","26","2","275","805","0.38578511339134697"
"1","Basic","true","2","200","26","2","275","274","0.33898057205385373"
"3","Basic","true","2","300","26","2","275","693","0.32496707454461765"
"4","Basic","true","2","350","26","2","275","806","0.2986916347843465"
"4","Basic","true","2","350","26","2","275","807","0.2986916347843465"
"3","Basic","true","2","300","26","2","275","694","0.32496707454461765"
"4","Basic","true","2","350","26","2","275","808","0.27274884126438187"
"3","Basic","true","2","300","26","2","275","695","0.32496707454461765"
"1","Basic","true","2","200","26","2","275","275","0.33898057205385373"
"4","Basic","true","2","350","26","2","275","809","0.27274884126438187"
"3","Basic","true","2","300","26","2","275","696","0.3624964611393513"
"4","Basic","true","2","350","26","2","275","810","0.27294697308849286"
"3","Basic","true","2","300","26","2","275","697","0.3624964611393513"
"2","Basic","true","2","250","26","2","275","733","0.3321811890504957"
"4","Basic","true","2","350","26","2","275","811","0.27294697308849286"
"4","Basic","true","2","350","26","2","275","812","0.3208031915317302"
"1","Basic","true","2","200","26","2","275","276","0.33898057205385373"
"3","Basic","true","2","300","26","2","275","698","0.2857196718073947"
"2","Basic","true","2","250","26","2","275","734","0.33513468017976683"
"4","Basic","true","2","350","26","2","275","813","0.3208031915317302"
"4","Basic","true","2","350","26","2","275","814","0.44311820156430826"
"3","Basic","true","2","300","26","2","275","699","0.2857196718073947"
"2","Basic","true","2","250","26","2","275","735","0.33513468017976683"
"3","Basic","true","2","300","26","2","275","700","0.3237652682093448"
"4","Basic","true","2","350","26","2","275","815","0.44311820156430826"
"1","Basic","true","2","200","26","2","275","277","0.33898057205385373"
"4","Basic","true","2","350","26","2","275","816","0.3195540722703192"
"3","Basic","true","2","300","26","2","275","701","0.3237652682093448"
"2","Basic","true","2","250","26","2","275","736","0.2900193115952975"
"4","Basic","true","2","350","26","2","275","817","0.3195540722703192"
"2","Basic","true","2","250","26","2","275","737","0.2900193115952975"
"3","Basic","true","2","300","26","2","275","702","0.2771241038005028"
"4","Basic","true","2","350","26","2","275","818","0.28036764083871446"
"1","Basic","true","2","200","26","2","275","278","0.34083301700362884"
"4","Basic","true","2","350","26","2","275","819","0.28036764083871446"
"3","Basic","true","2","300","26","2","275","703","0.2771241038005028"
"2","Basic","true","2","250","26","2","275","738","0.2911363999824661"
"4","Basic","true","2","350","26","2","275","820","0.28036764083871446"
"2","Basic","true","2","250","26","2","275","739","0.2911363999824661"
"3","Basic","true","2","300","26","2","275","704","0.32649830855742495"
"1","Basic","true","2","200","26","2","275","279","0.34083301700362884"
"2","Basic","true","2","250","26","2","275","740","0.2911363999824661"
"3","Basic","true","2","300","26","2","275","705","0.32649830855742495"
"4","Basic","true","2","350","26","2","275","821","0.28036764083871446"
"2","Basic","true","2","250","26","2","275","741","0.2911363999824661"
"3","Basic","true","2","300","26","2","275","706","0.32649830855742495"
"4","Basic","true","2","350","26","2","275","822","0.27218658571590265"
"4","Basic","true","2","350","26","2","275","823","0.27218658571590265"
"3","Basic","true","2","300","26","2","275","707","0.32649830855742495"
"2","Basic","true","2","250","26","2","275","742","0.3322937885914511"
"1","Basic","true","2","200","26","2","275","280","0.37079287205314226"
"2","Basic","true","2","250","26","2","275","743","0.3322937885914511"
"3","Basic","true","2","300","26","2","275","708","0.3222899164301182"
"4","Basic","true","2","350","26","2","275","824","0.27218658571590265"
"3","Basic","true","2","300","26","2","275","709","0.3222899164301182"
"2","Basic","true","2","250","26","2","275","744","0.28704066789513843"
"4","Basic","true","2","350","26","2","275","825","0.27218658571590265"
"1","Basic","true","2","200","26","2","275","281","0.37079287205314226"
"4","Basic","true","2","350","26","2","275","826","0.26760060422981474"
"2","Basic","true","2","250","26","2","275","745","0.28704066789513843"
"3","Basic","true","2","300","26","2","275","710","0.32510048946463144"
"3","Basic","true","2","300","26","2","275","711","0.32510048946463144"
"4","Basic","true","2","350","26","2","275","827","0.26760060422981474"
"2","Basic","true","2","250","26","2","275","746","0.33214910104993367"
"3","Basic","true","2","300","26","2","275","712","0.32352171519589007"
"2","Basic","true","2","250","26","2","275","747","0.33214910104993367"
"4","Basic","true","2","350","26","2","275","828","0.26760060422981474"
"2","Basic","true","2","250","26","2","275","748","0.33214910104993367"
"3","Basic","true","2","300","26","2","275","713","0.32352171519589007"
"4","Basic","true","2","350","26","2","275","829","0.26760060422981474"
"2","Basic","true","2","250","26","2","275","749","0.33214910104993367"
"2","Basic","true","2","250","26","2","275","750","0.3298389241423769"
"4","Basic","true","2","350","26","2","275","830","0.3509816889491065"
"2","Basic","true","2","250","26","2","275","751","0.3298389241423769"
"3","Basic","true","2","300","26","2","275","714","0.3241314678907422"
"1","Basic","true","2","200","26","2","275","282","0.37079287205314226"
"2","Basic","true","2","250","26","2","275","752","0.3365163614063215"
"3","Basic","true","2","300","26","2","275","715","0.3241314678907422"
"4","Basic","true","2","350","26","2","275","831","0.3509816889491065"
"3","Basic","true","2","300","26","2","275","716","0.3241869830900357"
"2","Basic","true","2","250","26","2","275","753","0.3365163614063215"
"4","Basic","true","2","350","26","2","275","832","0.26086469053433314"
"3","Basic","true","2","300","26","2","275","717","0.3241869830900357"
"4","Basic","true","2","350","26","2","275","833","0.26086469053433314"
"2","Basic","true","2","250","26","2","275","754","0.3365163614063215"
"3","Basic","true","2","300","26","2","275","718","0.32346019471160653"
"2","Basic","true","2","250","26","2","275","755","0.3365163614063215"
"4","Basic","true","2","350","26","2","275","834","0.35026251016552584"
"1","Basic","true","2","200","26","2","275","283","0.37079287205314226"
"3","Basic","true","2","300","26","2","275","719","0.32346019471160653"
"4","Basic","true","2","350","26","2","275","835","0.35026251016552584"
"3","Basic","true","2","300","26","2","275","720","0.32346019471160653"
"2","Basic","true","2","250","26","2","275","756","0.37631676235339295"
"4","Basic","true","2","350","26","2","275","836","0.3192060178467784"
"3","Basic","true","2","300","26","2","275","721","0.32346019471160653"
"1","Basic","true","2","200","26","2","275","284","0.34084307589554363"
"2","Basic","true","2","250","26","2","275","757","0.37631676235339295"
"3","Basic","true","2","300","26","2","275","722","0.28741143993564744"
"4","Basic","true","2","350","26","2","275","837","0.3192060178467784"
"3","Basic","true","2","300","26","2","275","723","0.28741143993564744"
"2","Basic","true","2","250","26","2","275","758","0.37631676235339295"
"4","Basic","true","2","350","26","2","275","838","0.2838932236402327"
"2","Basic","true","2","250","26","2","275","759","0.37631676235339295"
"3","Basic","true","2","300","26","2","275","724","0.28741143993564744"
"4","Basic","true","2","350","26","2","275","839","0.2838932236402327"
"1","Basic","true","2","200","26","2","275","285","0.34084307589554363"
"4","Basic","true","2","350","26","2","275","840","0.3093075170179315"
"2","Basic","true","2","250","26","2","275","760","0.37631676235339295"
"3","Basic","true","2","300","26","2","275","725","0.28741143993564744"
"4","Basic","true","2","350","26","2","275","841","0.3093075170179315"
"2","Basic","true","2","250","26","2","275","761","0.37631676235339295"
"4","Basic","true","2","350","26","2","275","842","0.3093075170179315"
"3","Basic","true","2","300","26","2","275","726","0.32606156136157755"
"4","Basic","true","2","350","26","2","275","843","0.3093075170179315"
"2","Basic","true","2","250","26","2","275","762","0.37631676235339295"
"1","Basic","true","2","200","26","2","275","286","0.39452637462710516"
"3","Basic","true","2","300","26","2","275","727","0.32606156136157755"
"4","Basic","true","2","350","26","2","275","844","0.2754960373990295"
"2","Basic","true","2","250","26","2","275","763","0.37631676235339295"
"3","Basic","true","2","300","26","2","275","728","0.32606156136157755"
"2","Basic","true","2","250","26","2","275","764","0.37631676235339295"
"4","Basic","true","2","350","26","2","275","845","0.2754960373990295"
"3","Basic","true","2","300","26","2","275","729","0.32606156136157755"
"4","Basic","true","2","350","26","2","275","846","0.29651612414119105"
"2","Basic","true","2","250","26","2","275","765","0.37631676235339295"
"1","Basic","true","2","200","26","2","275","287","0.39452637462710516"
"4","Basic","true","2","350","26","2","275","847","0.29651612414119105"
"3","Basic","true","2","300","26","2","275","730","0.3987360793243517"
"4","Basic","true","2","350","26","2","275","848","0.32093614023651096"
"2","Basic","true","2","250","26","2","275","766","0.3318708991323239"
"3","Basic","true","2","300","26","2","275","731","0.3987360793243517"
"2","Basic","true","2","250","26","2","275","767","0.3318708991323239"
"4","Basic","true","2","350","26","2","275","849","0.32093614023651096"
"4","Basic","true","2","350","26","2","275","850","0.32093614023651096"
"4","Basic","true","2","350","26","2","275","851","0.32093614023651096"
"4","Basic","true","2","350","26","2","275","852","0.3198799511255434"
"1","Basic","true","2","200","26","2","275","288","0.39452637462710516"
"3","Basic","true","2","300","26","2","275","732","0.3987360793243517"
"4","Basic","true","2","350","26","2","275","853","0.3198799511255434"
"4","Basic","true","2","350","26","2","275","854","0.4205472154741598"
"2","Basic","true","2","250","26","2","275","768","0.3332124914825021"
"2","Basic","true","2","250","26","2","275","769","0.3332124914825021"
"2","Basic","true","2","250","26","2","275","770","0.3332124914825021"
"1","Basic","true","2","200","26","2","275","289","0.39452637462710516"
"2","Basic","true","2","250","26","2","275","771","0.3332124914825021"
"3","Basic","true","2","300","26","2","275","733","0.3987360793243517"
"4","Basic","true","2","350","26","2","275","855","0.4205472154741598"
"3","Basic","true","2","300","26","2","275","734","0.36517452627219216"
"4","Basic","true","2","350","26","2","275","856","0.35321013641623283"
"2","Basic","true","2","250","26","2","275","772","0.3332124914825021"
"3","Basic","true","2","300","26","2","275","735","0.36517452627219216"
"2","Basic","true","2","250","26","2","275","773","0.3332124914825021"
"3","Basic","true","2","300","26","2","275","736","0.32627991184550703"
"2","Basic","true","2","250","26","2","275","774","0.3332124914825021"
"3","Basic","true","2","300","26","2","275","737","0.32627991184550703"
"2","Basic","true","2","250","26","2","275","775","0.3332124914825021"
"2","Basic","true","2","250","26","2","275","776","0.3332124914825021"
"2","Basic","true","2","250","26","2","275","777","0.3332124914825021"
"2","Basic","true","2","250","26","2","275","778","0.37542738471648435"
